"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 03 12:32:40 GMT 2021","Fri Sep 03 12:32:40 GMT 2021","450","","","","","","triger automation",""
"passed","Fri Sep 03 12:32:22 GMT 2021","Fri Sep 03 12:32:28 GMT 2021","5744","","","","","","read sensor",""
"passed","Fri Sep 03 12:32:30 GMT 2021","Fri Sep 03 12:32:37 GMT 2021","7405","","","","","","turn on light",""
"passed","Fri Sep 03 12:32:39 GMT 2021","Fri Sep 03 12:32:40 GMT 2021","582","","","","","","turn off light",""
"passed","Fri Sep 03 12:32:39 GMT 2021","Fri Sep 03 12:32:39 GMT 2021","364","","","","","","decrease light brightness",""
"passed","Fri Sep 03 12:33:01 GMT 2021","Fri Sep 03 12:33:02 GMT 2021","330","","","","","","add item",""
"failed","Fri Sep 03 12:32:40 GMT 2021","Fri Sep 03 12:33:01 GMT 2021","20606","","","","","","tracker",""
"passed","Fri Sep 03 12:32:29 GMT 2021","Fri Sep 03 12:32:30 GMT 2021","690","","","","","","turn off switch",""
"passed","Fri Sep 03 12:32:29 GMT 2021","Fri Sep 03 12:32:29 GMT 2021","335","","","","","","toggle on switch",""
"passed","Fri Sep 03 12:32:28 GMT 2021","Fri Sep 03 12:32:28 GMT 2021","388","","","","","","turn on switch",""
"passed","Fri Sep 03 12:32:37 GMT 2021","Fri Sep 03 12:32:38 GMT 2021","1240","","","","","","set light brightness",""
"passed","Fri Sep 03 12:33:01 GMT 2021","Fri Sep 03 12:33:01 GMT 2021","346","","","","","","set climate temperature",""
"passed","Fri Sep 03 12:32:28 GMT 2021","Fri Sep 03 12:32:29 GMT 2021","361","","","","","","toggle off switch",""
"passed","Fri Sep 03 12:32:38 GMT 2021","Fri Sep 03 12:32:39 GMT 2021","450","","","","","","increase light brightness",""
