"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 21:50:43 GMT 2021","Tue Sep 07 21:50:44 GMT 2021","1012","","","","","","set climate temperature",""
"passed","Tue Sep 07 21:50:34 GMT 2021","Tue Sep 07 21:50:35 GMT 2021","376","","","","","","decrease light brightness",""
"passed","Tue Sep 07 21:50:36 GMT 2021","Tue Sep 07 21:50:43 GMT 2021","6949","","","","","","tracker",""
"passed","Tue Sep 07 21:50:23 GMT 2021","Tue Sep 07 21:50:23 GMT 2021","341","","","","","","turn on switch",""
"passed","Tue Sep 07 21:50:24 GMT 2021","Tue Sep 07 21:50:25 GMT 2021","1011","","","","","","turn off switch",""
"passed","Tue Sep 07 21:50:19 GMT 2021","Tue Sep 07 21:50:23 GMT 2021","3777","","","","","","read sensor",""
"passed","Tue Sep 07 21:50:24 GMT 2021","Tue Sep 07 21:50:24 GMT 2021","338","","","","","","toggle on switch",""
"passed","Tue Sep 07 21:50:33 GMT 2021","Tue Sep 07 21:50:34 GMT 2021","659","","","","","","increase light brightness",""
"passed","Tue Sep 07 21:50:25 GMT 2021","Tue Sep 07 21:50:33 GMT 2021","7979","","","","","","turn on light",""
"passed","Tue Sep 07 21:50:35 GMT 2021","Tue Sep 07 21:50:36 GMT 2021","1029","","","","","","triger automation",""
"passed","Tue Sep 07 21:50:23 GMT 2021","Tue Sep 07 21:50:24 GMT 2021","340","","","","","","toggle off switch",""
"passed","Tue Sep 07 21:50:35 GMT 2021","Tue Sep 07 21:50:35 GMT 2021","932","","","","","","turn off light",""
"passed","Tue Sep 07 21:50:33 GMT 2021","Tue Sep 07 21:50:33 GMT 2021","381","","","","","","set light brightness",""
"passed","Tue Sep 07 21:50:44 GMT 2021","Tue Sep 07 21:50:45 GMT 2021","399","","","","","","add item",""
