"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 09 07:34:16 GMT 2021","Thu Sep 09 07:34:17 GMT 2021","1103","","","","","","triger automation",""
"passed","Thu Sep 09 07:34:04 GMT 2021","Thu Sep 09 07:34:04 GMT 2021","333","","","","","","toggle on switch",""
"passed","Thu Sep 09 07:34:37 GMT 2021","Thu Sep 09 07:34:38 GMT 2021","349","","","","","","set climate temperature",""
"passed","Thu Sep 09 07:34:38 GMT 2021","Thu Sep 09 07:34:38 GMT 2021","334","","","","","","add item",""
"passed","Thu Sep 09 07:34:04 GMT 2021","Thu Sep 09 07:34:05 GMT 2021","1017","","","","","","turn off switch",""
"passed","Thu Sep 09 07:34:04 GMT 2021","Thu Sep 09 07:34:04 GMT 2021","339","","","","","","toggle off switch",""
"passed","Thu Sep 09 07:34:14 GMT 2021","Thu Sep 09 07:34:14 GMT 2021","619","","","","","","increase light brightness",""
"passed","Thu Sep 09 07:34:13 GMT 2021","Thu Sep 09 07:34:14 GMT 2021","427","","","","","","set light brightness",""
"passed","Thu Sep 09 07:34:15 GMT 2021","Thu Sep 09 07:34:16 GMT 2021","928","","","","","","turn off light",""
"passed","Thu Sep 09 07:34:03 GMT 2021","Thu Sep 09 07:34:04 GMT 2021","387","","","","","","turn on switch",""
"passed","Thu Sep 09 07:34:05 GMT 2021","Thu Sep 09 07:34:13 GMT 2021","7938","","","","","","turn on light",""
"passed","Thu Sep 09 07:33:59 GMT 2021","Thu Sep 09 07:34:03 GMT 2021","4476","","","","","","read sensor",""
"passed","Thu Sep 09 07:34:14 GMT 2021","Thu Sep 09 07:34:15 GMT 2021","420","","","","","","decrease light brightness",""
"failed","Thu Sep 09 07:34:17 GMT 2021","Thu Sep 09 07:34:37 GMT 2021","20607","","","","","","tracker",""
