2020-09-04 13:03:56.751 | INFO     |  8919 | __main__:main:50 | Starting message bus service...
2020-09-04 13:03:56.752 | INFO     |  8919 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2020-09-04 13:03:56.794 | INFO     |  8919 | __main__:on_ready:37 | Message bus service started!
2020-09-04 13:03:56.805 | INFO     |  8919 | tornado.access | 101 GET /core (127.0.0.1) 2.42ms
2020-09-04 13:03:56.835 | INFO     |  8919 | tornado.access | 101 GET /core (127.0.0.1) 0.76ms
2020-09-04 13:03:56.899 | INFO     |  8919 | tornado.access | 101 GET /core (127.0.0.1) 0.73ms
2020-09-04 13:04:00.165 | INFO     |  8919 | tornado.access | 101 GET /core (127.0.0.1) 0.68ms
2020-09-04 13:06:58.058 | INFO     |  8919 | tornado.access | 101 GET /core (127.0.0.1) 0.79ms
2020-09-04 13:08:14.572 | INFO     |  8919 | __main__:on_stopping:45 | Message bus is shutting down...
